"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"NEWEST","3 West Coast Drive  #03-50 ","1","226","Strata","2167830","9592","891","2013-10-14","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-57 ","1","223","Strata","2159784","9685","900","2013-08-29","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-36 ","1","237","Strata","2276540","9606","892","2013-11-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-32 ","1","237","Strata","2227050","9397","873","2013-09-18","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-70 ","1","234","Strata","2198000","9393","873","2013-09-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-49 ","1","226","Strata","2167830","9592","891","2013-09-20","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-37 ","1","237","Strata","2227050","9397","873","2013-09-09","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-03 ","1","266","Strata","2247424","8449","785","2013-10-02","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-24 ","1","276","Strata","2353050","8526","792","2013-09-25","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-09 ","1","266","Strata","2224491","8363","777","2013-09-24","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #05-08 ","1","49","Strata","808808","16506","1533","2013-09-10","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-17 ","1","266","Strata","2293290","8621","801","2013-10-01","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-14 ","1","266","Strata","2319030","8718","810","2013-10-01","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-12 ","1","276","Strata","2353050","8526","792","2013-09-26","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-40 ","1","237","Strata","2250000","9494","882","2013-09-18","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-18 ","1","266","Strata","2284700","8589","798","2013-09-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-39 ","1","237","Strata","2227050","9397","873","2013-10-02","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-31 ","1","237","Strata","2210000","9325","866","2013-09-19","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-63 ","1","223","Strata","2100000","9417","875","2013-08-26","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-61 ","1","223","Strata","2181600","9783","909","2013-10-01","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-07 ","1","266","Strata","2270357","8535","793","2013-09-18","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-08 ","1","266","Strata","2293290","8621","801","2013-09-20","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-45 ","1","226","Strata","2167830","9592","891","2013-09-23","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-15 ","1","266","Strata","2293290","8621","801","2013-10-01","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-26 ","1","267","Strata","2320000","8689","807","2013-09-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-43 ","1","226","Strata","2167830","9592","891","2013-09-20","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-04 ","1","266","Strata","2280000","8571","796","2013-10-01","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-20 ","1","266","Strata","2267496","8524","792","2013-09-25","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-59 ","1","223","Strata","2181600","9783","909","2013-09-26","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-34 ","1","237","Strata","2227050","9397","873","2013-09-26","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-16 ","1","266","Strata","2293290","8621","801","2013-10-01","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-01 ","1","280","Strata","2441340","8719","810","2013-09-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-52 ","1","230","Strata","2145866","9330","867","2013-09-12","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-41 ","1","226","Strata","2211660","9786","909","2013-08-28","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-47 ","1","226","Strata","2167830","9592","891","2013-09-30","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-23 ","1","276","Strata","2350000","8514","791","2013-08-30","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-55 ","1","223","Strata","2181600","9783","909","2013-09-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-29 ","1","237","Strata","2204779","9303","864","2013-09-16","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-51 ","1","226","Strata","2087540","9237","858","2013-09-12","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-56 ","1","223","Strata","2100000","9417","875","2013-09-06","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-35 ","1","237","Strata","2227050","9397","873","2013-09-18","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-42 ","1","226","Strata","2167830","9592","891","2013-09-30","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-44 ","1","226","Strata","2167830","9592","891","2013-09-30","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-05 ","1","266","Strata","2270357","8535","793","2013-09-18","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-06 ","1","266","Strata","2270357","8535","793","2013-09-18","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-02 ","1","266","Strata","2283290","8584","797","2013-09-26","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-21 ","1","266","Strata","2293290","8621","801","2013-09-16","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWTON 18","18 Newton Road  #19-02 ","1","86","Strata","1670000","19419","1804","2013-10-02","Apartment","Freehold","2002","Resale","Private","11","30","307989","Central Region","Novena","307989","1.31429426368145","103.841150697566"
"NEWTON EDGE","3 Makeway Avenue  #08-05 ","1","41","Strata","935000","22805","2119","2013-12-12","Apartment","Freehold","2011","Resale","Private","09","22","228600","Central Region","Novena","228600","1.31249048256138","103.842087094594"
"NEWTON EURO-ASIA","21 Newton Road  #08-03 ","1","110","Strata","1890000","17182","1596","2013-11-06","Apartment","Freehold","2004","Resale","Private","11","30","307954","Central Region","Novena","307954","1.31490075985055","103.840460862616"
"NEWTON IMPERIAL","24 Newton Road  #02-01 ","1","159","Strata","3000000","18868","1753","2013-10-17","Apartment","Freehold","2011","Resale","Private","11","30","307956","Central Region","Novena","307956","1.3153487383863","103.841447970092"
"NEWTON ONE","1 Newton Road  #17-04 ","1","113","Strata","2380000","21062","1957","2013-10-29","Condominium","Freehold","2009","Resale","Private","11","30","307943","Central Region","Novena","307943","1.31404982500193","103.839452839855"
"NEWTON SUITES","60 Newton Road  #29-02 ","1","115","Strata","2550000","22174","2060","2013-10-17","Apartment","Freehold","2007","Resale","HDB","11","30","307994","Central Region","Novena","307994","1.31780091387873","103.842313805917"
"NINE RESIDENCES","12 Yishun Avenue 9  #10-10 ","1","109","Strata","1202000","11028","1024","2013-11-04","Apartment","99 Yrs From 30/04/2013","Uncompleted","New Sale","HDB","27","76","768894","North Region","Yishun","768894","1.43281890593962","103.84147761395"
"NINE RESIDENCES","12 Yishun Avenue 9  #14-02 ","1","84","Strata","1106000","13167","1223","2013-11-25","Apartment","99 Yrs From 30/04/2013","Uncompleted","New Sale","HDB","27","76","768894","North Region","Yishun","768894","1.43281890593962","103.84147761395"
